학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000024061,평택모산초등학교,초등학교,2020-09-01,공립,본교,운영,경기도 평택시 동삭동 0,경기도 평택시 지제동삭1로 175,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0195179564,127.0903029661,2025-09-22
B000027078,회암초등학교,초등학교,2024-09-01,공립,본교,운영,경기도 양주시 옥정동 870,경기도 양주시 옥정서로5길 27-3,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8352301919,127.0871290720,2025-09-22
B000004626,구지초등학교,초등학교,1996-09-01,공립,본교,운영,경기도 구리시 인창동 666-3,경기도 구리시 건원대로76번길 40,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6072844091,127.1422761403,2025-09-22
B000004672,한가람초등학교,초등학교,2010-05-01,공립,본교,운영,경기도 파주시 와동동 1318,경기도 파주시 금바위로 87,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7320543216,126.7560639426,2025-09-22
B000004704,연풍초등학교,초등학교,1963-11-08,공립,본교,운영,경기도 파주시 파주읍 연풍리 427,경기도 파주시 파주읍 연풍초교길 25,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.8310473117,126.8348664701,2025-09-22
B000004682,심학초등학교,초등학교,1955-04-01,공립,본교,운영,경기도 파주시 동패동 1079,경기도 파주시 교하로681번길 33,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7079778570,126.7032792465,2025-09-22
B000004547,목암초등학교,초등학교,2005-03-04,공립,본교,운영,경기도 고양시 덕양구 고양동 722,경기도 고양시 덕양구 푸른마을로 63,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.7141869833,126.9046453998,2025-09-22
B000009570,백석중학교,중학교,1994-03-01,공립,본교,운영,경기도 고양시 일산동구 백석동 1346,경기도 고양시 일산동구 호수로 404,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6420252421,126.7828512799,2025-09-22
B000012503,관양고등학교,고등학교,2002-03-01,공립,본교,운영,경기도 안양시 동안구 관양동 523-4,경기도 안양시 동안구 일동로 115,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.4087530154,126.9600661049,2025-09-22
B000004709,마정초등학교,초등학교,1942-03-31,공립,본교,운영,경기도 파주시 문산읍 마정리 540,경기도 파주시 문산읍 마정로124번길 13,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.8922587327,126.7600956773,2025-09-22
B000009429,솔빛중학교,중학교,2007-09-01,공립,본교,운영,경기도 화성시 반송동 136,경기도 화성시 동탄반석로 83,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1959435303,127.0723370633,2025-09-22
B000012530,대부고등학교,고등학교,1976-06-16,공립,본교,운영,경기도 안산시 단원구 대부북동 697-6,경기도 안산시 단원구 대부중앙로 3,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.2477593571,126.5790592929,2025-09-22
B000004627,수택초등학교,초등학교,2001-03-01,공립,본교,운영,경기도 구리시 토평동 1007,경기도 구리시 검배로136번길 41,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.5919471510,127.1525554953,2025-09-22
B000004692,문산초등학교,초등학교,1914-04-01,공립,본교,운영,경기도 파주시 문산읍 문산리 86,경기도 파주시 문산읍 문향로67번길 58,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.8607120370,126.7831588858,2025-09-22
B000004531,신능초등학교,초등학교,1996-04-07,공립,본교,운영,경기도 고양시 덕양구 행신동 1005,경기도 고양시 덕양구 충장로123번길 37,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6241477930,126.8312636618,2025-09-22
B000004536,성신초등학교,초등학교,1997-09-01,공립,본교,운영,경기도 고양시 덕양구 행신동 929,경기도 고양시 덕양구 성신로 104,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6266211314,126.8399221634,2025-09-22
B000004486,백마초등학교,초등학교,1946-09-01,공립,본교,운영,경기도 고양시 일산동구 마두동 718,경기도 고양시 일산동구 일산로 230,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6578830584,126.7908842107,2025-09-22
B000011506,안산공업고등학교,고등학교,1993-12-01,사립,본교,운영,경기도 안산시 상록구 부곡동 722,경기도 안산시 상록구 안산공고로 51,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3363508955,126.8615938570,2025-09-22
B000011501,경기모바일과학고등학교,고등학교,2008-04-23,공립,본교,운영,경기도 안산시 상록구 팔곡일동 253,경기도 안산시 상록구 남산평길 35,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3056438894,126.8982900008,2025-09-22
B000012605,성호고등학교,고등학교,1996-05-10,공립,본교,운영,경기도 오산시 원동 605,경기도 오산시 동부대로436번길 46,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1391867150,127.0813152804,2025-09-22
B000004587,화봉초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 남양주시 진접읍 금곡리 1078,경기도 남양주시 진접읍 해밀예당2로 21,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.7158554099,127.1918935442,2025-09-22
B000023949,하늘빛중학교,중학교,2014-10-10,공립,본교,운영,경기도 김포시 운양동 1295-4,경기도 김포시 김포한강11로 354,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6549248103,126.6885079736,2025-09-22
B000024740,하길중학교,중학교,2015-11-03,공립,본교,운영,경기도 화성시 향남읍 하길리 1510,경기도 화성시 향남읍 상신하길로274번길 10,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1122841189,126.9088501886,2025-09-22
B000004070,의왕초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 의왕시 오전동 27-5,경기도 의왕시 모락로 56,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-07-01,37.3637298171,126.9681131909,2025-09-22
B000023197,수원칠보고등학교,고등학교,2014-06-05,공립,본교,운영,경기도 수원시 권선구 금곡동 1073,경기도 수원시 권선구 금곡로 127,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2750721015,126.9450729882,2025-09-22
B000009331,소현중학교,중학교,2002-09-01,공립,본교,운영,경기도 용인시 기흥구 보정동 1170,경기도 용인시 기흥구 만현로133번길 96,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3016177910,127.0937537688,2025-09-22
B000009534,서운중학교,중학교,1973-03-01,공립,본교,운영,경기도 안성시 서운면 인리 67,경기도 안성시 서운면 바우덕이로 25,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,36.9448733701,127.2640844617,2025-09-22
B000004320,김포한가람초등학교,초등학교,2012-06-05,공립,본교,운영,경기도 김포시 구래동 6872-3,경기도 김포시 김포한강9로 115번길 57,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6476778721,126.6217638588,2025-09-22
B000003805,계남초등학교,초등학교,1992-12-01,공립,본교,운영,경기도 부천시 원미구 중동 1180,경기도 부천시 원미구 조마루로 255,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4985806959,126.7716113660,2025-09-22
B000009468,충현중학교,중학교,2010-12-01,공립,본교,운영,경기도 광명시 소하동 1388,경기도 광명시 서원로 42,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-07-01,37.4303179674,126.8818086295,2025-09-22
B000012634,이현고등학교,고등학교,2011-03-01,공립,본교,운영,경기도 이천시 갈산동 588,경기도 이천시 증신로 88,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.2856496479,127.4577627739,2025-09-22
B000024661,동탄중학교,중학교,1986-03-01,공립,본교,운영,경기도 화성시 청계동 528,경기도 화성시 동탄대로시범길 97,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1989372710,127.1091788628,2025-09-22
B000023890,시흥가온중학교,중학교,2021-03-01,공립,본교,운영,경기도 시흥시 장현동 594,경기도 시흥시 장현순환로 100,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3735983271,126.7953875466,2025-09-22
B000024689,예솔초등학교,초등학교,2016-11-01,공립,본교,운영,경기도 화성시 청계동 553,경기도 화성시 동탄순환대로22길 13,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1965547049,127.1193773977,2025-09-22
B000004755,은현초등학교,초등학교,1935-09-01,공립,본교,운영,경기도 양주시 은현면 선암리 227-3,경기도 양주시 은현면 화합로 912,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8631859559,127.0242861781,2025-09-22
B000024718,화성반월초등학교,초등학교,2015-05-01,공립,본교,운영,경기도 화성시 반월동 947,경기도 화성시 효행로 1281-23,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2236409890,127.0593081111,2025-09-22
B000027416,덕은한강중학교,중학교,2022-09-01,공립,본교,운영,경기도 고양시 덕양구 덕은동 0,경기도 고양시 덕양구 대덕산로 111,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.5822515389,126.8685038745,2025-09-22
B000012655,여강고등학교,고등학교,1974-01-05,사립,본교,운영,경기도 여주시 북내면 신접리 200,경기도 여주시 북내면 여강로 337-8,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-07-01,37.3294399296,127.6834954453,2025-09-22
B000027410,평택연화초등학교,초등학교,2025-09-01,공립,본교,운영,경기도 평택시 현덕면 운정리 156-3,경기도 평택시 현덕면 운정화양1로 95,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-09-16,36.9736554028,126.9072726845,2025-09-22
B000004417,일죽초등학교,초등학교,1924-02-01,공립,본교,운영,경기도 안성시 일죽면 주천리 300,경기도 안성시 일죽면 주래본죽로 72,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,37.0916353895,127.4818047454,2025-09-22
B000009488,동부중학교,중학교,1981-11-26,공립,본교,운영,경기도 하남시 덕풍동 450-1,경기도 하남시 신평로 15,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5355598692,127.2025634449,2025-09-22
B000003742,성남송현초등학교,초등학교,2009-03-01,공립,본교,운영,경기도 성남시 분당구 삼평동 710,경기도 성남시 분당구 동판교로 258,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4053793857,127.1163575192,2025-09-22
B000003887,별망초등학교,초등학교,2001-01-08,공립,본교,운영,경기도 안산시 단원구 초지동 739-1,경기도 안산시 단원구 초지1로 51,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3045692026,126.8134545215,2025-09-22
B000003893,덕성초등학교,초등학교,1989-03-10,공립,본교,운영,경기도 안산시 단원구 고잔동 676-1,경기도 안산시 단원구 예술대학로 119,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3271107674,126.8368286532,2025-09-22
B000012505,평촌고등학교,고등학교,1992-04-13,공립,본교,운영,경기도 안양시 동안구 호계동 1054,경기도 안양시 동안구 동안로 80,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.3865367846,126.9547354671,2025-09-22
B000009509,하성중학교,중학교,1966-02-08,공립,본교,운영,경기도 김포시 하성면 마곡리 640-1,경기도 김포시 하성면 애기봉로806번길 30,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.7180116568,126.6284340320,2025-09-22
B000009256,부천일신중학교,중학교,2003-06-28,공립,본교,운영,경기도 부천시 소사구 범박동 153-7,경기도 부천시 소사구 범안로96번길 44,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4731713275,126.8060005459,2025-09-22
B000004785,신북초등학교,초등학교,1934-11-26,공립,본교,운영,경기도 포천시 신북면 신평리 375,경기도 포천시 신북면 청신로 2079-19,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.9383503569,127.2194178331,2025-09-22
B000023247,운양고등학교,고등학교,2013-06-07,공립,본교,운영,경기도 김포시 운양동 1325-6,경기도 김포시 김포한강11로 58,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6451094869,126.6898276361,2025-09-22
B000004447,오산초등학교,초등학교,1946-03-02,공립,본교,운영,경기도 여주시 가남읍 오산리 236,경기도 여주시 가남읍 양화로 168,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-07-01,37.2387965674,127.5590098844,2025-09-22
B000012673,백신고등학교,고등학교,1994-02-28,공립,본교,운영,경기도 고양시 일산동구 백석동 1347,경기도 고양시 일산동구 백석로 8,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6424883891,126.7819400407,2025-09-22
B000012622,하남고등학교,고등학교,1970-03-18,사립,본교,운영,경기도 하남시 망월동 778-1,경기도 하남시 미사강변남로 39,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5603843772,127.1856168046,2025-09-22
B000009703,경북중학교,중학교,1956-03-26,공립,본교,운영,경기도 포천시 가산면 감암리 194,경기도 포천시 가산면 감암길 16,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.8494932536,127.1881329015,2025-09-22
B000009584,오마중학교,중학교,1994-05-06,공립,본교,운영,경기도 고양시 일산서구 주엽동 4,경기도 고양시 일산서구 주엽로 213,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6776943194,126.7615400720,2025-09-22
